nohup: ignoring input
Directory
/home/jessica/shape_control_DLO_2/ws_dlo/src/dlo_manipulation_pkg/models/rbfWeights/2D/
/home/jessica/shape_control_DLO_2/results/sim/
/home/jessica/shape_control_DLO_2/data/
epoch:  0  , Loss/train:  0.06246492651892878
epoch:  1  , Loss/train:  0.04703812008060372
epoch:  2  , Loss/train:  0.040455223768075775
epoch:  3  , Loss/train:  0.035404027143775274
epoch:  4  , Loss/train:  0.03131308846834944
epoch:  5  , Loss/train:  0.028766407758426437
epoch:  6  , Loss/train:  0.02687282077690114
epoch:  7  , Loss/train:  0.02550495404011405
epoch:  8  , Loss/train:  0.02467194919698814
epoch:  9  , Loss/train:  0.023769726841720438
epoch:  10  , Loss/train:  0.023003110340409187
epoch:  11  , Loss/train:  0.022494403696033175
epoch:  12  , Loss/train:  0.02219164580293397
epoch:  13  , Loss/train:  0.021989746658659694
epoch:  14  , Loss/train:  0.021469023840219925
epoch:  15  , Loss/train:  0.021298969426611337
epoch:  16  , Loss/train:  0.02116077689866998
epoch:  17  , Loss/train:  0.021019190263900676
epoch:  18  , Loss/train:  0.020692537111768335
epoch:  19  , Loss/train:  0.020410961693903402
epoch:  20  , Loss/train:  0.02023911002729493
epoch:  21  , Loss/train:  0.020117296947480073
epoch:  22  , Loss/train:  0.020043004360764838
epoch:  23  , Loss/train:  0.019903594234795458
epoch:  24  , Loss/train:  0.019607615876577493
epoch:  25  , Loss/train:  0.019439681831286595
epoch:  26  , Loss/train:  0.019303021144304575
epoch:  27  , Loss/train:  0.019447069438392802
epoch:  28  , Loss/train:  0.01932974691107583
epoch:  29  , Loss/train:  0.01914854750617036
epoch:  30  , Loss/train:  0.01905566513109436
epoch:  31  , Loss/train:  0.019103159812261173
epoch:  32  , Loss/train:  0.018919004271351007
epoch:  33  , Loss/train:  0.018924804403385054
epoch:  34  , Loss/train:  0.018470601935281175
epoch:  35  , Loss/train:  0.018514122745431245
epoch:  36  , Loss/train:  0.018568903164092158
epoch:  37  , Loss/train:  0.018512090207385357
epoch:  38  , Loss/train:  0.018464497472248924
epoch:  39  , Loss/train:  0.018571272763465322
epoch:  40  , Loss/train:  0.01846923060349818
epoch:  41  , Loss/train:  0.018248289239717955
epoch:  42  , Loss/train:  0.01823629416239414
epoch:  43  , Loss/train:  0.018075113200636178
epoch:  44  , Loss/train:  0.01804744642871275
epoch:  45  , Loss/train:  0.018046966037039817
epoch:  46  , Loss/train:  0.01782695843137181
epoch:  47  , Loss/train:  0.017855367697735647
epoch:  48  , Loss/train:  0.017863372322926518
epoch:  49  , Loss/train:  0.017959205045509758
