nohup: ignoring input
Directory
/home/jessica/shape_control_DLO_2/ws_dlo/src/dlo_manipulation_pkg/models/rbfWeights/2D/
/home/jessica/shape_control_DLO_2/results/sim/
/home/jessica/shape_control_DLO_2/data/
epoch:  0  , Loss/train:  0.06256815474599536
epoch:  1  , Loss/train:  0.04215639889407069
epoch:  2  , Loss/train:  0.03561136259961484
epoch:  3  , Loss/train:  0.030295047442367207
epoch:  4  , Loss/train:  0.026561433469245173
epoch:  5  , Loss/train:  0.024313990239188996
epoch:  6  , Loss/train:  0.022544986610092334
epoch:  7  , Loss/train:  0.021497611309896147
epoch:  8  , Loss/train:  0.020567840095291706
epoch:  9  , Loss/train:  0.019865023155909167
epoch:  10  , Loss/train:  0.01929913602892492
epoch:  11  , Loss/train:  0.01876864343909408
epoch:  12  , Loss/train:  0.01832871877157421
epoch:  13  , Loss/train:  0.01810278853417428
epoch:  14  , Loss/train:  0.017737255510149288
epoch:  15  , Loss/train:  0.017719136830022148
epoch:  16  , Loss/train:  0.01733855872766486
epoch:  17  , Loss/train:  0.017235465356702808
epoch:  18  , Loss/train:  0.016886088197856253
epoch:  19  , Loss/train:  0.01677293126393896
epoch:  20  , Loss/train:  0.01679545165256047
epoch:  21  , Loss/train:  0.01654349337480883
epoch:  22  , Loss/train:  0.016289533209254237
epoch:  23  , Loss/train:  0.016303559641109536
epoch:  24  , Loss/train:  0.016306092083922773
epoch:  25  , Loss/train:  0.015930292078915404
epoch:  26  , Loss/train:  0.01589053131040257
epoch:  27  , Loss/train:  0.015742983124447243
epoch:  28  , Loss/train:  0.015684616796648516
epoch:  29  , Loss/train:  0.015768109891277703
epoch:  30  , Loss/train:  0.015508094063795198
epoch:  31  , Loss/train:  0.015267491033836914
epoch:  32  , Loss/train:  0.015389363998289047
epoch:  33  , Loss/train:  0.015300718997456213
epoch:  34  , Loss/train:  0.015178580400543902
epoch:  35  , Loss/train:  0.015058050143109488
epoch:  36  , Loss/train:  0.014977708360605212
epoch:  37  , Loss/train:  0.014905655542130409
epoch:  38  , Loss/train:  0.014976944386172714
epoch:  39  , Loss/train:  0.01492741979313081
epoch:  40  , Loss/train:  0.014834038236104985
epoch:  41  , Loss/train:  0.014722222040321972
epoch:  42  , Loss/train:  0.014517830117845904
epoch:  43  , Loss/train:  0.014703836165436072
epoch:  44  , Loss/train:  0.014389272601500566
epoch:  45  , Loss/train:  0.01465687437453615
epoch:  46  , Loss/train:  0.0143629288725825
epoch:  47  , Loss/train:  0.014675263299056685
epoch:  48  , Loss/train:  0.014389204887994953
epoch:  49  , Loss/train:  0.014298828476086767
